Goal,Specific,Measurable,Action-oriented,Relevant,Time-bound
Whats everyones fucking new years resolution mine is to stop saying the word fuck newyearseve fuck,,,,1,
newyearsresolution appreciate my own Worth since others dont,,,,1,
Im done with cup noodles,,,,1,
be more social and less of a judgy bitch lurking in the dark,,,,1,
Dont just let life exist live it,,,,1,
You cant please everyone remember that,,,,1,
Real Goals I will not be pressured by that gay MAC makeupartist to buythat lipstick he said makes melook like Beyonc,,,,1,
I will try to change,,,,1,
Less alcohol,,,,1,
Farewell My is to quitsmoking and have a brighter smile mynewbackground,,,,1,
Try and lose weight Or keep telling myself a rhino is just a fat unicorn Hmmm,,,,1,
OhMyGOFF HappyNewYearEve HappyHumpDay Good morning Angiemy is to live and eat healthier,,,,1,
Do Cocaine,,,,1,
My is to be more of a lighthouse and less of a lifeboat,,,,1,
keep smiling and be happy stay strong keep burning GirlOnFire,,,,1,
Yeah the same one from last year But im going to try and actually do it this year FatManProblems,,,,1,
keep working hard pay off debts Be MoneyWise and stay positive and strong,,,,1,
keep all negative people out of my life keep loved ones close,,,,1,
HelpOthers Start with Lou,,,,1,
Find a girl that can perform Michael Jacksons Dirty Diana at karaoke marry her ASAP,,,,1,
Get a cat,,,,1,
give up chocolate for Jan,,,,1,
Happy NewYearsEve Guys My is to get more followers on Twitter And To Get to Know More Of You Guys,,,,1,
Have had two early nights fallen asleep fairly quick woken up early hope this continues into,,,,1,
newyearsresolution fuxking meet sos goddamn,,,,1,
Been told Im fat by friends this week I guess I know how my New Years is gonna turn out NewYearsEve fml,,,,1,
Its NewYearsEve so my is to be nice to my little brother mightnothappen checkoutmyvine bc i sing hailee,,,,1,
My goal in is to run more miles than I did this year Whats your Happy NewYearsEve,,,,1,
My New Years resolution is to be more decisive im not sure though maybe not wait ohhhhhh,,,,1,
Convince the command to finally sign off on my new DCPO program It would fix so many of its problems,,,,1,
Step up quality of my writing on AwardsCircuit when I return Publish article that kickstarts wider dialogue,,,,1,
My New Years Resolutions Get qualified Engineering Officer of the Watch Been putting this off for too long,,,,1,
My is to learn Armenianreallyno joking NewYear HappyNewYear HappyNewYearEverybody,,,,1,
dont backspace all it takes is seconds of courage,,,,1,
get money and fuck these bitches Been doing that lmfao,,,,1,
Do more drugs,,,,1,
lexxi I know Ill try harder,,,,1,
become Beyonce,,,,1,
Im gonna make a memory jar hopefully I dont forget about,,,,1,
eat as much as possible,,,,1,
st resolution get abs nd resolution stop lying to myself Thisll end up like last year when I was a fat liar,,,,1,
find new job,,,,1,
Get oil changed,,,,1,
My is to get camerondallas and Nashgrier to follow me even if its just one of them but both would be nice,,,,1,
OpticWhite try to be a better me newyearsresolution,,,,1,
I didnt fuck with any fuck niggas this year last year and sure wont fuck with any fuck niggas next year,,,,1,
OOC Ive lost a lot of people this year my mom Even some guys in RP But what change can make any difference My,,,,1,
NEVER TAKE BACK A EX,,,,1,
Pussy money weed,,,,1,
My New Years resolution will be to renew my passport before it expires NewYearsEve keepingitsimple,,,,1,
Celebrate what you want to see more of Tom Peters,,,,1,
My is to travel have more fun serve God more by helping others Whats your resolution,,,,1,
My is to get in shape but I am tempted to just wait for the nanobot treatments to come to market gayproblems future,,,,1,
My is to have my best moments of blog post ready to publish on NewYearsEve noprocastination,,,,1,
find a new girlfriend because this aint workin,,,,1,
is to stop dating scumbag faraaxs,,,,1,
the next time a guy says you deserve better than me Im gonna believe him cause hes probably right,,,,1,
My is to stay alive That way if I fail theres no way for me to be disappointed in myself,,,,1,
NO MORE FAT BITCHES,,,,1,
Be myself and not some poorlyconstructed portrait of myself I have always done,,,,1,
start my masters degree,,,,1,
Im really thinking about deleting all of my social media accounts it just makes sense deepthoughts notabadidea,,,,1,
add more to life than just lifting,,,,1,
Need to order a new fkn mix deck so I can run the trap again,,,,1,
Planning on taking the Colorado cannabis cup next year tbh newyearnewme lmfao,,,,1,
wear more black,,,,1,
try to meet one direction,,,,1,
figure out who i am,,,,1,
be comfortable with my own body,,,,1,
be happy,,,,1,
Breaking this addiction for month,,,,1,
No more excuses changeswillbemade,,,,1,
I just realized how much I miss playing drums My New Years Resolution Reacquire a set Remo Drumkits,,,,1,
noshade but ima keep my relationship ish to myself from now on newyearsresolution nobodiesbusiness,,,,1,
Live healthier and be happier,,,,1,
stay far away from the gym until March and still get sexier than those NewYearNewMe losers,,,,1,
Become the guy who yells out the DJs name on mix tapes,,,,1,
This year scratch that For the rest of my life im gonna strive to be what God wants me to be Jere,,,,1,
jeffbernat Use my canon dslr more,,,,1,
to accept the things I cant change and accept that I dont always have to have it all together,,,,1,
Ive decided this is my last New Year single In Im going steady with my Moscato,,,,1,
Use my canon dslr more,,,,1,
now to refer to all my eccentric behavior as Bjorking out,,,,1,
improve not only self esteem but everyones around me as well,,,,1,
From now on when I dressact as strange as I want to I will refer to it as Bjorking it out BjorkItOut Bjork DoYou,,,,1,
In the gym everyday after new years fitness fitnessmotivation dedication weightlossjourney followme,,,,1,
Im a day early but my is to stop being afraid of what others thing of me This is my coming out tweet Im pansexual,,,,1,
Ask Twitter to sponsor my eyebags,,,,1,
My is to not fuck with mfs thats in the same spot as that mean u fucks aint got no new hustle I gotta switch up,,,,1,
Im gonna save up all my money and get the heck outta stafford,,,,1,
Stay fit love more study better avoid laziness and make new friends are my,,,,1,
NO CUSS WORDS letsseehowthisends,,,,1,
My will be dieting better SAVE SAVE SAVE MONEY get back into school Goals,,,,1,
My New Years ResolutionMake a better effort to invest In personal development mentally physically and professionally,,,,1,
I feel like I need to socialize more,,,,1,
Just finished week day of CK on ckfree run restarting and getting a jump on my Its am,,,,1,
My New Years resolution Still x K will probably have to wait until,,,,1,
I have to stop caring about others opinion and looking for their approval Staright up,,,,1,
My is to be the best science communicator I can tell interesting and important stories meet great PIOs and reporters,,,,1,
samirella GGFables getting on this and the March Sisters series,,,,1,
LZZYHALE to lose a lot of weight Prebaby weight I finally got a gym membership for Xmas Im gonna use it,,,,1,
My is to eat ChipotleTweets every day,,,,1,
Give zero fucks Get swole Become male model Take over the world Cashin checks and snappin necks,,,,1,
DavidaMarion lizuselton Were going to spend plenty of drinking TOGETHER At least thats my plan,,,,1,
I need to stop complaining like a little puss actually,,,,1,
Lets spice things up a bit in I plan to eat more red meat exercise less and become a recluse,,,,1,
Columbie newyearsresolution become a man Lmfaoo,,,,1,
Id love to see Get a cork out of my ass and let people have fun on wolvereness list,,,,1,
Living in the now my Newyearsresolution for mondayblogs,,,,1,
Sounds about right,,,,1,
Continue not being Anthony Burch,,,,1,
AuntieAnnes to be more organized in,,,,1,
Gonna knuckle down reuse all the same jokes in HappyNewYear honesty,,,,1,
I want to be myselfto tell everyone this secret that Ive been hiding for awhile now NewYearsEve,,,,1,
TheCarlMyers Im enlisting you to help me film a trailer for my youtube channel This is my getting it all spiffy,,,,1,
day and minutes until I can drink soda again almostdone,,,,1,
less emojis more emotion getreal,,,,1,
Tomorrow is the last day of Do I have a Yes I do To SucceedandProceed,,,,1,
listen to more JODYHiGHROLLER,,,,1,
newyearsresolution stop talking so fucking much too much trouble,,,,1,
roastedbeanz Cant my BE to keep calm and eat cookies haha I wish,,,,1,
will B my year Focus on my well being ONLY Will reach accomplish my goals to become a HAPPIER HEALTHIER ME,,,,1,
swinford more cocaine more beer more beard,,,,1,
I really need to stop using so many dang exclamation marks all the time newyearsresolution,,,,1,
go from goth to cyber goth,,,,1,
A problem I have with relationships is I try to find all the problems rather than appreciating all the good,,,,1,
New Years resolution for me to pray play love more Simple love newyearsredolution,,,,1,
My is to grow and continue to make you guys smile,,,,1,
grahamelliot To Be a Good Cook like you GordonRamsay Jbastianich and LoganJrChef NewYear NewYearsResolu,,,,1,
Hopefully I can stomp out a bitch this year with timbs,,,,1,
USAs Bring more understanding and compassion Love your kids neighbors and friends better Lets FixSociety,,,,1,
My New Years resolution is to start working out and get fit workout getfit,,,,1,
have a good school year,,,,1,
I will finally get off the griddle That is I will no longer begin every day by eating Belgian waffles,,,,1,
MLBPAClubhouse quit smoking and get a steady job,,,,1,
MLBPAClubhouse The basic one Get in shape HappyNewYear,,,,1,
to seek quiet time quiet space quiet people quiet,,,,1,
Im gonna wear Skinny jeans every time I hang with my White friends even if I have to take Blood pressure Meds,,,,1,
I want my to be drinking more,,,,1,
I pray that I attract beautiful loving souls in lt HappyNewYear,,,,1,
Be more like Kanye,,,,1,
I think my is just to try to be a better me,,,,1,
MLBPAClubhouse my is to go to as many Padres games as possible HappyNewYear,,,,1,
My newyearsresolution is to pet more cats,,,,1,
Id like to teach the world to sing in perfect harmony,,,,1,
My first New Years resolution is to try to remember to write as the date,,,,1,
be less perfect,,,,1,
Build more friendships through JesusChrist MyOasisLA Hillsong HillsongLA,,,,1,
Be a better wife clean my house take care of myself better take less work home enjoy life more FoxNews,,,,1,
Make everyone gain about lbs so I dont have to workout or diet Happy Birthday Have some lard,,,,1,
MLBPAClubhouse to go to more twins games,,,,1,
MLBPAClubhouse go to more baseball games,,,,1,
Reflect on each day in a journal successes struggles goals no length requirement,,,,1,
MLBPAClubhouse get healthier and stop basing my mood off of what the Pirates do,,,,1,
is to not lose game of beer pong in with DWall,,,,1,
MLBPAClubhouse My is to bring my yo to her first Mets game in,,,,1,
Accomplish a dream,,,,1,
My is to see more art marks my first full year in one of the best cities on on earth to do that nycarts,,,,1,
MLBPAClubhouse HappyNewYear to go to more MLB Games this year,,,,1,
Im really hoping that I finally get to meet IamStevenT in,,,,1,
Play one game at a time I have a habit of juggling multiple games at once then never finishing them,,,,1,
unfollow everyone tonight who puts up a stupid instagram,,,,1,
zorm Yes Because if I ate them all myself that would go against newyearsresolution number Dont gain lbs,,,,1,
fart less burp more,,,,1,
Make everyone gain about lbs so I dont have to workout or diet Happy Birthday Have some lard,,,,1,
more help less desk,,,,1,
That just hang out either but simply talk and stay connected w people I used to talk toohopefully theyll be nicee,,,,1,
My is to be like this guy,,,,1,
Stop blaming Eddie Murphy everytime I stub my toeNYE,,,,1,
Im finally going to unpack everything I own out of that box to the left,,,,1,
MLBPAClubhouse is to go to games at three ballparks ive never been to before,,,,1,
My Continue to believe that miracles can happen if you fight for them NYE Memories,,,,1,
MLBPAClubhouse to quit smoking again,,,,1,
MLBPAClubhouse HappyNewYear Mine is quitting smoking,,,,1,
MLBPAClubhouse my is to be more positive and focus on my loved ones,,,,1,
MLBPAClubhouse my is to forget about the small things,,,,1,
